user_id,total_sessions,total_watch_time,avg_watch_time,avg_completion_rate,genre_diversity,device_diversity,churned,recency_days,active_days,session_frequency,completion_ratio,movie_ratio,original_ratio
user_00046,8,473.9,59.2375,0.408375,6,4,1,215,396,0.020202020202020204,0.25,0.375,0.0
user_00047,10,477.4,47.739999999999995,0.6049,7,4,1,139,550,0.01818181818181818,0.2,0.6,0.2
user_00048,9,334.3,37.144444444444446,0.36166666666666664,7,5,1,78,437,0.020594965675057208,0.1111111111111111,0.4444444444444444,0.1111111111111111
user_00049,9,511.4,56.82222222222222,0.4285555555555556,5,4,1,180,368,0.024456521739130436,0.1111111111111111,0.6666666666666666,0.4444444444444444
user_00050,9,546.8,60.75555555555555,0.6387777777777779,7,5,1,122,600,0.015,0.2222222222222222,0.4444444444444444,0.4444444444444444
user_00051,8,519.3,64.9125,0.376,7,5,1,214,498,0.01606425702811245,0.375,0.125,0.625
user_00052,9,749.5,83.27777777777777,0.4525555555555556,6,4,1,152,577,0.01559792027729636,0.2222222222222222,0.6666666666666666,0.3333333333333333
user_00053,9,548.8,60.977777777777774,0.4562222222222222,8,4,0,1,655,0.013740458015267175,0.5555555555555556,0.1111111111111111,0.1111111111111111
user_00054,10,675.0,67.5,0.41200000000000003,7,5,0,10,663,0.015082956259426848,0.3,0.8,0.1
user_00055,12,538.6,44.88333333333333,0.4598333333333333,10,5,1,91,548,0.021897810218978103,0.3333333333333333,0.25,0.4166666666666667
user_00056,12,825.8,68.81666666666666,0.519,8,4,0,2,696,0.017241379310344827,0.4166666666666667,0.4166666666666667,0.3333333333333333
user_00057,7,429.90000000000003,61.41428571428572,0.4947142857142857,5,3,0,3,599,0.011686143572621035,0.14285714285714285,0.7142857142857143,0.0
user_00058,8,349.4,43.675,0.6018749999999999,6,4,1,44,646,0.01238390092879257,0.125,0.875,0.0
user_00059,12,643.8,53.65,0.5203333333333333,8,4,1,162,465,0.025806451612903226,0.25,0.5833333333333334,0.4166666666666667
user_00060,10,465.7,46.57,0.6849000000000001,8,5,0,11,576,0.017361111111111112,0.3,0.2,0.2
user_00061,7,382.7,54.67142857142857,0.5447142857142857,6,4,1,75,590,0.011864406779661017,0.14285714285714285,0.8571428571428571,0.0
user_00062,15,970.0,64.66666666666667,0.40206666666666663,11,5,0,8,714,0.02100840336134454,0.13333333333333333,0.4,0.3333333333333333
user_00063,6,342.8,57.13333333333333,0.47433333333333333,5,3,1,298,404,0.01485148514851485,0.3333333333333333,0.6666666666666666,0.3333333333333333
user_00064,15,805.1,53.67333333333333,0.5042,12,5,0,14,645,0.023255813953488372,0.2,0.13333333333333333,0.3333333333333333
user_00065,10,489.40000000000003,48.940000000000005,0.5703,8,5,1,37,667,0.014992503748125937,0.5,0.5,0.1
user_00066,11,793.1999999999999,72.10909090909091,0.5092727272727273,9,4,1,55,621,0.017713365539452495,0.2727272727272727,0.5454545454545454,0.36363636363636365
user_00067,13,997.1,76.7,0.5116923076923077,10,5,0,10,705,0.018439716312056736,0.07692307692307693,0.38461538461538464,0.07692307692307693
user_00068,10,663.1,66.31,0.2264,8,5,1,218,451,0.022172949002217297,0.4,0.8,0.3
user_00069,10,505.59999999999997,50.559999999999995,0.4467,8,5,1,45,674,0.01483679525222552,0.1,0.3,0.5
user_00070,15,849.6,56.64,0.4878,10,5,1,58,631,0.02377179080824089,0.26666666666666666,0.5333333333333333,0.4
user_00071,5,295.7,59.14,0.5088,5,3,1,327,276,0.018115942028985508,0.2,0.4,0.6
user_00072,18,885.2,49.17777777777778,0.47427777777777774,12,5,0,14,626,0.02875399361022364,0.1111111111111111,0.3333333333333333,0.2777777777777778
user_00073,12,489.5,40.791666666666664,0.6405,7,4,0,28,696,0.017241379310344827,0.25,0.3333333333333333,0.4166666666666667
user_00074,11,571.2,51.92727272727273,0.35609090909090907,7,5,1,39,692,0.015895953757225433,0.18181818181818182,0.7272727272727273,0.36363636363636365
user_00075,5,261.2,52.239999999999995,0.5721999999999999,5,4,1,249,317,0.015772870662460567,0.2,0.8,0.8
user_00076,10,566.4,56.64,0.5913,7,4,1,81,550,0.01818181818181818,0.4,0.6,0.2
user_00077,9,571.1,63.455555555555556,0.5176666666666666,9,4,1,69,360,0.025,0.0,0.4444444444444444,0.4444444444444444
user_00078,6,555.4,92.56666666666666,0.5071666666666667,4,4,0,7,635,0.009448818897637795,0.16666666666666666,0.3333333333333333,0.16666666666666666
user_00079,11,742.6,67.50909090909092,0.5465454545454546,9,4,1,36,566,0.019434628975265017,0.36363636363636365,0.5454545454545454,0.2727272727272727
user_00080,13,642.1999999999999,49.39999999999999,0.34715384615384615,9,4,0,26,592,0.02195945945945946,0.46153846153846156,0.3076923076923077,0.38461538461538464
user_00081,9,629.8,69.97777777777777,0.44988888888888884,8,4,1,61,536,0.016791044776119403,0.3333333333333333,0.6666666666666666,0.3333333333333333
user_00082,12,577.2,48.1,0.4689166666666667,8,5,0,16,587,0.020442930153321975,0.25,0.4166666666666667,0.25
user_00083,13,960.1,73.85384615384615,0.694076923076923,8,5,1,54,640,0.0203125,0.23076923076923078,0.5384615384615384,0.3076923076923077
user_00084,8,403.40000000000003,50.425000000000004,0.49224999999999997,5,4,0,4,619,0.012924071082390954,0.5,0.0,0.25
user_00085,11,707.3,64.3,0.46099999999999997,7,4,0,5,638,0.017241379310344827,0.09090909090909091,0.6363636363636364,0.09090909090909091
user_00086,12,619.4,51.61666666666667,0.4659166666666667,11,5,1,165,434,0.027649769585253458,0.3333333333333333,0.6666666666666666,0.3333333333333333
user_00087,9,498.3,55.36666666666667,0.5262222222222221,6,4,0,22,664,0.01355421686746988,0.0,0.6666666666666666,0.1111111111111111
user_00088,10,565.3,56.529999999999994,0.418,7,4,1,222,507,0.01972386587771203,0.2,0.2,0.3
user_00089,9,437.5,48.611111111111114,0.5072222222222222,9,4,0,4,692,0.01300578034682081,0.2222222222222222,0.1111111111111111,0.5555555555555556
user_00090,10,593.5,59.35,0.5202,10,3,1,99,624,0.016025641025641024,0.2,0.4,0.3
user_00091,14,711.0,50.785714285714285,0.5335,11,5,1,93,592,0.02364864864864865,0.07142857142857142,0.42857142857142855,0.14285714285714285
user_00092,11,606.5,55.13636363636363,0.513,9,4,1,94,624,0.017628205128205128,0.18181818181818182,0.36363636363636365,0.36363636363636365
user_00093,7,238.2,34.028571428571425,0.3444285714285714,7,3,1,114,571,0.012259194395796848,0.42857142857142855,0.14285714285714285,0.14285714285714285
user_00094,11,455.1,41.372727272727275,0.5611818181818182,8,5,1,60,511,0.021526418786692758,0.09090909090909091,0.36363636363636365,0.2727272727272727
user_00095,8,396.7,49.5875,0.62875,6,4,1,112,528,0.015151515151515152,0.125,0.5,0.125
user_00096,13,729.4,56.107692307692304,0.42123076923076924,10,5,0,11,648,0.020061728395061727,0.15384615384615385,0.38461538461538464,0.15384615384615385
user_00097,10,663.4,66.34,0.5019,9,5,0,10,656,0.01524390243902439,0.3,0.1,0.4
user_00098,9,537.7,59.74444444444445,0.48277777777777775,7,5,1,49,645,0.013953488372093023,0.4444444444444444,0.4444444444444444,0.2222222222222222
user_00099,13,725.9,55.83846153846154,0.4466923076923077,9,5,0,25,530,0.024528301886792454,0.15384615384615385,0.6923076923076923,0.15384615384615385
user_00100,8,551.9000000000001,68.98750000000001,0.45025000000000004,6,4,1,282,397,0.020151133501259445,0.5,0.75,0.25
user_00101,13,781.2,60.0923076923077,0.6049230769230769,9,5,0,10,716,0.018156424581005588,0.15384615384615385,0.38461538461538464,0.38461538461538464
user_00102,13,740.6,56.96923076923077,0.48576923076923073,9,5,0,3,707,0.018387553041018388,0.46153846153846156,0.15384615384615385,0.15384615384615385
user_00103,9,595.3,66.14444444444445,0.47277777777777774,6,4,0,18,637,0.0141287284144427,0.2222222222222222,0.4444444444444444,0.0
user_00104,12,586.8,48.9,0.6741666666666667,7,5,0,9,513,0.023391812865497075,0.3333333333333333,0.4166666666666667,0.5
user_00105,12,681.1,56.75833333333333,0.51425,10,5,0,8,676,0.01775147928994083,0.25,0.25,0.0
user_00106,11,751.9,68.35454545454546,0.4757272727272727,9,5,1,171,471,0.02335456475583864,0.45454545454545453,0.36363636363636365,0.2727272727272727
user_00107,15,711.4,47.42666666666666,0.5395333333333333,11,5,0,13,677,0.022156573116691284,0.2,0.4666666666666667,0.4
user_00108,13,495.0,38.07692307692308,0.5085384615384615,11,4,0,1,654,0.019877675840978593,0.3076923076923077,0.5384615384615384,0.46153846153846156
user_00109,14,566.7,40.478571428571435,0.577,9,5,1,34,615,0.022764227642276424,0.42857142857142855,0.6428571428571429,0.2857142857142857
user_00110,15,867.6,57.84,0.38033333333333336,10,5,1,62,525,0.02857142857142857,0.5333333333333333,0.4666666666666667,0.5333333333333333
user_00111,8,297.9,37.2375,0.640375,8,4,1,61,531,0.015065913370998116,0.125,0.25,0.125
user_00112,15,694.6,46.306666666666665,0.4826,8,5,1,112,495,0.030303030303030304,0.06666666666666667,0.3333333333333333,0.26666666666666666
user_00113,12,649.9,54.15833333333333,0.6065833333333334,10,4,1,106,602,0.019933554817275746,0.25,0.75,0.3333333333333333
user_00114,6,302.4,50.4,0.5921666666666666,5,5,1,170,397,0.015113350125944584,0.16666666666666666,0.6666666666666666,0.3333333333333333
user_00115,7,407.9,58.271428571428565,0.6028571428571429,4,4,1,325,339,0.02064896755162242,0.2857142857142857,0.2857142857142857,0.14285714285714285
user_00116,6,379.3,63.21666666666667,0.37283333333333335,5,2,1,87,544,0.011029411764705883,0.16666666666666666,0.6666666666666666,0.3333333333333333
user_00117,8,329.4,41.175,0.43199999999999994,7,4,1,43,651,0.01228878648233487,0.5,0.75,0.125
user_00118,9,461.5,51.27777777777778,0.633888888888889,7,4,1,42,594,0.015151515151515152,0.2222222222222222,0.2222222222222222,0.4444444444444444
user_00119,10,500.59999999999997,50.059999999999995,0.5342,6,5,1,31,687,0.01455604075691412,0.2,0.5,0.5
user_00120,8,540.1999999999999,67.52499999999999,0.38975,8,4,0,16,700,0.011428571428571429,0.25,0.625,0.375
user_00121,10,402.2,40.22,0.4988,9,5,1,53,551,0.018148820326678767,0.3,0.2,0.4
user_00122,10,475.1,47.510000000000005,0.5519999999999999,7,4,1,55,552,0.018115942028985508,0.3,0.5,0.1
user_00123,14,724.9,51.778571428571425,0.4877142857142857,11,5,0,3,586,0.023890784982935155,0.21428571428571427,0.42857142857142855,0.5
user_00124,12,716.3,59.69166666666666,0.3105,9,5,0,8,665,0.01804511278195489,0.16666666666666666,0.5,0.16666666666666666
user_00125,6,331.7,55.28333333333333,0.336,4,3,1,90,588,0.01020408163265306,0.3333333333333333,0.16666666666666666,0.5
user_00126,19,917.6,48.294736842105266,0.5592631578947368,12,5,0,15,689,0.027576197387518143,0.15789473684210525,0.5263157894736842,0.3684210526315789
user_00127,12,799.2,66.60000000000001,0.42441666666666666,9,5,0,14,715,0.016783216783216783,0.25,0.3333333333333333,0.16666666666666666
user_00128,5,133.8,26.76,0.19280000000000003,3,2,1,242,380,0.013157894736842105,0.0,0.4,0.4
user_00129,4,158.2,39.55,0.4694999999999999,3,3,1,58,302,0.013245033112582781,0.5,0.5,0.0
user_00130,10,476.8,47.68,0.507,8,4,0,8,572,0.017482517482517484,0.3,0.5,0.2
user_00131,12,1040.1,86.675,0.5585,8,5,1,82,576,0.020833333333333332,0.08333333333333333,0.5833333333333334,0.25
user_00132,13,750.1,57.7,0.47269230769230763,9,5,1,47,655,0.01984732824427481,0.15384615384615385,0.6153846153846154,0.3076923076923077
user_00133,7,291.8,41.68571428571429,0.47900000000000004,6,4,0,10,657,0.0106544901065449,0.14285714285714285,0.42857142857142855,0.14285714285714285
user_00134,8,399.5,49.9375,0.51375,6,4,1,140,348,0.022988505747126436,0.5,0.75,0.375
user_00135,8,750.3,93.7875,0.41000000000000003,5,4,1,49,625,0.0128,0.5,0.625,0.375
user_00136,11,614.1,55.82727272727273,0.6271818181818182,10,4,0,15,683,0.016105417276720352,0.2727272727272727,0.36363636363636365,0.45454545454545453
user_00137,10,484.9,48.489999999999995,0.5618000000000001,8,5,1,32,691,0.01447178002894356,0.3,0.5,0.2
user_00138,8,280.7,35.0875,0.372,7,4,1,77,584,0.0136986301369863,0.125,0.375,0.25
user_00139,11,609.8,55.43636363636363,0.5499090909090909,6,5,1,106,533,0.020637898686679174,0.18181818181818182,0.6363636363636364,0.2727272727272727
user_00140,5,205.8,41.160000000000004,0.5072,5,2,1,180,331,0.015105740181268883,0.4,0.6,0.4
user_00141,10,422.7,42.269999999999996,0.4821,8,5,1,76,639,0.01564945226917058,0.5,0.4,0.5
user_00142,7,242.60000000000002,34.65714285714286,0.516,6,5,1,77,515,0.013592233009708738,0.14285714285714285,0.42857142857142855,0.0
user_00143,13,869.0,66.84615384615384,0.4624615384615384,10,5,1,42,685,0.01897810218978102,0.23076923076923078,0.5384615384615384,0.46153846153846156
user_00144,11,503.2,45.74545454545454,0.3600909090909091,8,4,1,88,630,0.01746031746031746,0.36363636363636365,0.36363636363636365,0.18181818181818182
user_00145,5,260.2,52.04,0.7476,4,3,1,75,351,0.014245014245014245,0.2,0.2,0.4
user_00146,11,526.7,47.88181818181818,0.2927272727272727,8,5,1,207,458,0.024017467248908297,0.18181818181818182,0.45454545454545453,0.18181818181818182
user_00147,12,584.2,48.68333333333334,0.39749999999999996,10,5,1,41,690,0.017391304347826087,0.25,0.25,0.25
user_00148,6,350.70000000000005,58.45000000000001,0.4426666666666667,5,4,1,106,572,0.01048951048951049,0.3333333333333333,0.6666666666666666,0.3333333333333333
user_00149,13,866.8,66.67692307692307,0.3396923076923076,10,5,0,11,717,0.01813110181311018,0.23076923076923078,0.15384615384615385,0.23076923076923078
user_00150,7,493.8,70.54285714285714,0.3778571428571428,4,3,0,19,696,0.010057471264367816,0.2857142857142857,0.14285714285714285,0.14285714285714285
user_00151,9,444.1,49.34444444444445,0.5482222222222223,7,4,0,1,713,0.012622720897615708,0.2222222222222222,0.1111111111111111,0.3333333333333333
user_00152,8,492.1,61.5125,0.514,5,3,1,185,543,0.014732965009208104,0.125,0.625,0.0
user_00153,10,545.1,54.510000000000005,0.5215,9,4,1,33,677,0.014771048744460856,0.2,0.5,0.2
user_00154,11,778.1,70.73636363636363,0.5016363636363637,7,4,0,15,583,0.018867924528301886,0.18181818181818182,0.18181818181818182,0.2727272727272727
user_00155,11,815.4,74.12727272727273,0.4688181818181818,8,5,0,6,638,0.017241379310344827,0.2727272727272727,0.18181818181818182,0.45454545454545453
user_00156,11,564.2,51.290909090909096,0.449,8,5,0,13,700,0.015714285714285715,0.45454545454545453,0.36363636363636365,0.36363636363636365
user_00157,3,219.1,73.03333333333333,0.51,3,3,1,181,235,0.01276595744680851,0.3333333333333333,0.0,0.6666666666666666
user_00158,8,410.0,51.25,0.5407500000000001,6,3,1,60,639,0.012519561815336464,0.25,0.375,0.125
user_00159,12,537.4,44.78333333333333,0.5245833333333333,9,4,1,137,566,0.02120141342756184,0.25,0.5833333333333334,0.3333333333333333
user_00160,10,482.8,48.28,0.5327,7,4,1,39,651,0.015360983102918587,0.1,0.5,0.3
user_00161,12,640.6,53.38333333333333,0.48233333333333334,11,5,1,31,618,0.019417475728155338,0.25,0.4166666666666667,0.16666666666666666
user_00162,11,489.40000000000003,44.49090909090909,0.43663636363636366,8,5,0,14,654,0.016819571865443424,0.09090909090909091,0.5454545454545454,0.18181818181818182
user_00163,10,461.3,46.13,0.4162,7,5,1,39,632,0.015822784810126583,0.2,0.6,0.5
user_00164,10,594.0,59.4,0.5264,7,4,1,140,242,0.04132231404958678,0.6,0.7,0.4
user_00165,11,592.5,53.86363636363637,0.6093636363636363,8,5,1,110,573,0.019197207678883072,0.2727272727272727,0.45454545454545453,0.2727272727272727
user_00166,11,749.0,68.0909090909091,0.5504545454545454,10,4,0,1,631,0.017432646592709985,0.2727272727272727,0.8181818181818182,0.18181818181818182
user_00167,15,750.7,50.04666666666667,0.5993333333333334,11,5,0,4,583,0.025728987993138937,0.2,0.4,0.4
user_00168,11,655.2,59.56363636363637,0.3868181818181818,9,5,0,21,678,0.016224188790560472,0.2727272727272727,0.45454545454545453,0.18181818181818182
user_00169,8,633.5,79.1875,0.532125,7,5,1,32,646,0.01238390092879257,0.25,0.5,0.25
user_00170,8,493.6,61.7,0.459125,8,5,1,141,528,0.015151515151515152,0.125,0.375,0.375
user_00171,12,657.1,54.75833333333333,0.4815833333333333,11,5,1,42,667,0.017991004497751123,0.25,0.5,0.16666666666666666
user_00172,9,325.6,36.17777777777778,0.4749999999999999,6,5,1,102,621,0.014492753623188406,0.2222222222222222,0.4444444444444444,0.2222222222222222
user_00173,13,771.9,59.37692307692308,0.589,7,5,1,81,588,0.022108843537414966,0.3076923076923077,0.0,0.46153846153846156
user_00174,14,606.6,43.32857142857143,0.4175714285714286,11,5,1,75,647,0.021638330757341576,0.2857142857142857,0.5,0.5
user_00175,8,333.6,41.7,0.3685,7,5,0,4,572,0.013986013986013986,0.375,0.625,0.375
user_00176,10,493.9,49.39,0.5075999999999999,7,4,1,43,646,0.015479876160990712,0.2,0.6,0.1
user_00177,9,344.5,38.27777777777778,0.4203333333333334,6,5,0,22,565,0.01592920353982301,0.2222222222222222,0.1111111111111111,0.1111111111111111
user_00178,5,159.7,31.939999999999998,0.374,4,4,1,97,547,0.009140767824497258,0.2,0.4,0.0
user_00179,12,690.8,57.56666666666666,0.5953333333333334,8,5,1,102,560,0.02142857142857143,0.4166666666666667,0.5,0.25
user_00180,11,631.9,57.445454545454545,0.4202727272727273,8,5,0,19,573,0.019197207678883072,0.2727272727272727,0.45454545454545453,0.18181818181818182
user_00181,8,407.2,50.9,0.377,7,5,1,148,582,0.013745704467353952,0.0,0.5,0.25
user_00182,5,336.2,67.24,0.5254,3,4,1,51,487,0.01026694045174538,0.2,0.4,0.0
user_00183,13,864.2,66.47692307692309,0.5282307692307693,9,4,1,70,652,0.019938650306748466,0.07692307692307693,0.5384615384615384,0.38461538461538464
user_00184,8,316.8,39.6,0.495375,8,4,1,277,304,0.02631578947368421,0.25,0.375,0.375
user_00185,11,656.2,59.654545454545456,0.45263636363636367,10,5,0,18,670,0.016417910447761194,0.45454545454545453,0.5454545454545454,0.36363636363636365
user_00186,14,774.6,55.32857142857143,0.4287142857142857,8,5,0,0,624,0.022435897435897436,0.14285714285714285,0.42857142857142855,0.5
user_00187,6,285.0,47.5,0.5690000000000001,4,3,0,25,589,0.010186757215619695,0.0,0.8333333333333334,0.6666666666666666
user_00188,11,478.2,43.47272727272727,0.4641818181818182,10,5,0,6,701,0.015691868758915834,0.18181818181818182,0.36363636363636365,0.36363636363636365
user_00189,6,229.60000000000002,38.26666666666667,0.541,5,5,1,106,623,0.009630818619582664,0.0,0.5,0.16666666666666666
user_00190,8,410.1,51.2625,0.43787499999999996,7,4,1,125,580,0.013793103448275862,0.375,0.25,0.375
user_00191,6,199.0,33.166666666666664,0.6186666666666666,5,2,1,37,636,0.009433962264150943,0.3333333333333333,0.3333333333333333,0.3333333333333333
user_00192,10,647.2,64.72,0.39369999999999994,8,4,0,29,702,0.014245014245014245,0.3,0.6,0.3
user_00193,4,140.1,35.025,0.6335,4,3,1,95,636,0.006289308176100629,0.25,0.5,0.0
user_00194,19,724.3,38.12105263157895,0.48905263157894735,11,4,1,47,654,0.0290519877675841,0.3684210526315789,0.42105263157894735,0.15789473684210525
user_00195,9,437.90000000000003,48.65555555555556,0.6477777777777778,6,5,1,51,612,0.014705882352941176,0.2222222222222222,0.6666666666666666,0.1111111111111111
user_00196,10,339.8,33.980000000000004,0.5439999999999999,6,5,0,0,724,0.013812154696132596,0.5,0.8,0.3
user_00197,10,550.7,55.07000000000001,0.5624,7,4,0,6,703,0.01422475106685633,0.3,0.5,0.2
user_00198,12,939.4,78.28333333333333,0.492,9,4,0,14,638,0.018808777429467086,0.25,0.6666666666666666,0.4166666666666667
user_00199,14,689.5,49.25,0.45457142857142857,9,5,0,25,650,0.021538461538461538,0.0,0.42857142857142855,0.14285714285714285
user_00200,11,788.6,71.69090909090909,0.45999999999999996,8,5,0,11,665,0.016541353383458645,0.09090909090909091,0.5454545454545454,0.2727272727272727
user_00201,9,440.4,48.93333333333333,0.48433333333333334,8,4,1,82,648,0.013888888888888888,0.1111111111111111,0.0,0.3333333333333333
user_00202,13,763.7,58.74615384615385,0.45669230769230773,12,4,1,86,623,0.02086677367576244,0.15384615384615385,0.5384615384615384,0.38461538461538464
user_00203,13,740.4,56.95384615384615,0.3326153846153846,7,4,1,48,528,0.02462121212121212,0.23076923076923078,0.46153846153846156,0.38461538461538464
user_00204,11,882.0,80.18181818181819,0.5398181818181818,9,4,1,49,642,0.017133956386292833,0.2727272727272727,0.6363636363636364,0.36363636363636365
user_00205,11,702.9,63.9,0.43718181818181817,10,4,1,44,625,0.0176,0.18181818181818182,0.7272727272727273,0.18181818181818182
user_00206,10,506.2,50.62,0.49119999999999997,9,3,1,49,682,0.01466275659824047,0.4,0.4,0.3
user_00207,9,355.59999999999997,39.511111111111106,0.4641111111111111,7,4,1,42,680,0.013235294117647059,0.4444444444444444,0.6666666666666666,0.4444444444444444
user_00208,14,650.1,46.43571428571429,0.5118571428571429,11,5,1,59,606,0.0231023102310231,0.2857142857142857,0.2857142857142857,0.14285714285714285
user_00209,10,523.7,52.370000000000005,0.44889999999999997,7,4,0,13,577,0.01733102253032929,0.1,0.6,0.5
user_00210,14,646.9,46.207142857142856,0.5487142857142857,11,5,1,81,551,0.025408348457350273,0.0,0.5,0.35714285714285715
user_00211,7,383.4,54.771428571428565,0.3995714285714285,6,3,0,14,347,0.020172910662824207,0.14285714285714285,0.7142857142857143,0.42857142857142855
user_00212,15,752.7,50.18,0.5892666666666667,9,4,1,62,662,0.022658610271903322,0.4,0.4,0.26666666666666666
user_00213,11,525.4,47.76363636363636,0.42118181818181816,7,5,1,44,549,0.020036429872495445,0.2727272727272727,0.45454545454545453,0.2727272727272727
user_00214,11,480.0,43.63636363636363,0.5998181818181818,8,5,0,21,654,0.016819571865443424,0.18181818181818182,0.45454545454545453,0.18181818181818182
